X,Y,Index_,Event_Unique_ID,Occurrence_year,Division,Homicide_Type,Occurrence_Date,Hood_ID,Neighbourhood,Lat,Long,ObjectId
-79.406517,43.656723,880,GO-20171503946,2017,D14,Shooting,2017-08-20T04:00:00.000Z,79,University (79),43.656723,-79.406517,181
-79.515686,43.7491493,881,GO-20171516247,2017,D31,Stabbing,2017-08-22T04:00:00.000Z,25,Glenfield-Jane Heights (25),43.7491493,-79.515686,182
-79.5138016,43.7198334,882,GO-20171578601,2017,D31,Shooting,2017-08-31T04:00:00.000Z,26,Downsview-Roding-CFB (26),43.7198334,-79.5138016,183
-79.5495377,43.7276535,883,GO-20171592166,2017,D23,Shooting,2017-09-02T04:00:00.000Z,5,Elms-Old Rexdale (5),43.7276535,-79.5495377,184
-79.2455292,43.73946,884,GO-20171593482,2017,D43,Stabbing,2017-09-06T04:00:00.000Z,138,Eglinton East (138),43.73946,-79.2455292,185
-79.3431091,43.7693024,885,GO-20171661261,2017,D33,Stabbing,2017-09-13T04:00:00.000Z,53,Henry Farm (53),43.7693024,-79.3431091,186
-79.285553,43.7689018,886,GO-20171663919,2017,D41,Shooting,2017-09-14T04:00:00.000Z,126,Dorset Park (126),43.7689018,-79.285553,187
-79.3603287,43.6634293,887,GO-20171677843,2017,D51,Shooting,2017-09-16T04:00:00.000Z,72,Regent Park (72),43.6634293,-79.3603287,188
-79.3863678,43.6480103,888,GO-20171682920,2017,D52,Shooting,2017-09-16T04:00:00.000Z,77,Waterfront Communities-The Island (77),43.6480103,-79.3863678,189
-79.2644653,43.6981697,889,GO-20171640198,2017,D41,Stabbing,2017-09-10T04:00:00.000Z,122,Birchcliffe-Cliffside (122),43.6981697,-79.2644653,190
-79.5138016,43.7198334,890,GO-20171770154,2017,D31,Shooting,2017-09-29T04:00:00.000Z,26,Downsview-Roding-CFB (26),43.7198334,-79.5138016,191
-79.3506165,43.6430931,891,GO-20171778161,2017,D51,Shooting,2017-10-01T04:00:00.000Z,70,South Riverdale (70),43.6430931,-79.3506165,192
-79.3506165,43.6430931,892,GO-20171778161,2017,D51,Shooting,2017-10-01T04:00:00.000Z,70,South Riverdale (70),43.6430931,-79.3506165,193
-79.5484695,43.6944733,893,GO-20171807017,2017,D23,Shooting,2017-10-05T04:00:00.000Z,6,Kingsview Village-The Westway (6),43.6944733,-79.5484695,194
-79.5702362,43.7265511,894,GO-20171798506,2017,D23,Other,2017-10-04T04:00:00.000Z,4,Rexdale-Kipling (4),43.7265511,-79.5702362,195
-79.3159485,43.6975288,895,GO-20171821632,2017,D54,Stabbing,2017-10-07T04:00:00.000Z,60,Woodbine-Lumsden (60),43.6975288,-79.3159485,196
-79.5522308,43.6987343,896,GO-20171828016,2017,D23,Shooting,2017-10-08T04:00:00.000Z,6,Kingsview Village-The Westway (6),43.6987343,-79.5522308,197
-79.5529861,43.751442,897,GO-20171864268,2017,D31,Shooting,2017-10-14T04:00:00.000Z,21,Humber Summit (21),43.751442,-79.5529861,198
-79.3436279,43.7074776,898,GO-20171897265,2017,D53,Stabbing,2017-10-20T04:00:00.000Z,55,Thorncliffe Park (55),43.7074776,-79.3436279,199
-79.4254379,43.6677628,899,GO-20171856631,2017,D14,Other,2017-10-13T04:00:00.000Z,93,Dovercourt-Wallace Emerson-Junction (93),43.6677628,-79.4254379,200
-79.3049393,43.7159882,900,GO-20171954551,2017,D54,Stabbing,2017-10-28T04:00:00.000Z,43,Victoria Village (43),43.7159882,-79.3049393,201
-79.5826111,43.7339706,102,1041793,2005,D23,Shooting,2005-08-03T04:00:00.000Z,2,Mount Olive-Silverstone-Jamestown (2),43.7339706,-79.5826111,202
-79.3331299,43.7981796,103,1102449,2005,D42,Shooting,2005-08-05T04:00:00.000Z,117,L'Amoreaux (117),43.7981796,-79.3331299,203
-79.3755188,43.665741,104,1068304,2005,D51,Shooting,2005-08-07T04:00:00.000Z,71,Cabbagetown-South St.James Town (71),43.665741,-79.3755188,204
-79.3755188,43.665741,105,1068304,2005,D51,Shooting,2005-08-07T04:00:00.000Z,71,Cabbagetown-South St.James Town (71),43.665741,-79.3755188,205
-79.5205917,43.6958237,106,985817,2005,D23,Shooting,2005-08-13T04:00:00.000Z,8,Humber Heights-Westmount (8),43.6958237,-79.5205917,206
-79.3746796,43.6670952,107,1156816,2005,D51,Shooting,2005-08-15T04:00:00.000Z,71,Cabbagetown-South St.James Town (71),43.6670952,-79.3746796,207
-79.3349533,43.7187347,108,1072514,2005,D54,Shooting,2005-08-16T04:00:00.000Z,44,Flemingdon Park (44),43.7187347,-79.3349533,208
-79.2666245,43.7581253,109,117846,2005,D41,Other,2005-08-18T04:00:00.000Z,127,Bendale (127),43.7581253,-79.2666245,209
-79.5074844,43.6030045,110,1183577,2005,D22,Other,2005-08-20T04:00:00.000Z,18,New Toronto (18),43.6030045,-79.5074844,210
-79.2205582,43.742836,111,1189864,2005,D42,Shooting,2005-08-25T04:00:00.000Z,139,Scarborough Village (139),43.742836,-79.2205582,211
-79.5095215,43.7391281,112,761120,2005,D31,Shooting,2005-08-30T04:00:00.000Z,25,Glenfield-Jane Heights (25),43.7391281,-79.5095215,212
-79.3701248,43.6561661,113,1178414,2005,D51,Other,2005-08-31T04:00:00.000Z,73,Moss Park (73),43.6561661,-79.3701248,213
-79.3436584,43.7402763,114,1389771,2005,D33,Stabbing,2005-09-06T04:00:00.000Z,42,Banbury-Don Mills (42),43.7402763,-79.3436584,214
-79.5022736,43.7049217,115,1101797,2005,D31,Shooting,2005-09-08T04:00:00.000Z,28,Rustic (28),43.7049217,-79.5022736,215
-79.3992004,43.6352386,116,739598,2005,D14,Shooting,2005-09-09T04:00:00.000Z,82,Niagara (82),43.6352386,-79.3992004,216
-79.5147705,43.7672119,117,1096519,2005,D31,Shooting,2005-09-10T04:00:00.000Z,24,Black Creek (24),43.7672119,-79.5147705,217
-79.5163422,43.7518959,118,1203047,2005,D31,Shooting,2005-09-13T04:00:00.000Z,25,Glenfield-Jane Heights (25),43.7518959,-79.5163422,218
-79.4347229,43.6374626,119,1139553,2005,D14,Shooting,2005-09-16T04:00:00.000Z,85,South Parkdale (85),43.6374626,-79.4347229,219
-79.5493622,43.7272911,120,1156513,2005,D23,Shooting,2005-09-16T04:00:00.000Z,5,Elms-Old Rexdale (5),43.7272911,-79.5493622,220
-79.5493622,43.7272911,121,1156513,2005,D23,Shooting,2005-09-16T04:00:00.000Z,5,Elms-Old Rexdale (5),43.7272911,-79.5493622,221
-79.5493622,43.7272911,122,1156513,2005,D23,Shooting,2005-09-16T04:00:00.000Z,5,Elms-Old Rexdale (5),43.7272911,-79.5493622,222
-79.3352661,43.6945457,123,1228892,2005,D54,Other,2005-09-22T04:00:00.000Z,58,Old East York (58),43.6945457,-79.3352661,223
-79.1626282,43.7703972,124,1141576,2005,D42,Stabbing,2005-10-01T04:00:00.000Z,136,West Hill (136),43.7703972,-79.1626282,224
-79.5885315,43.7386971,125,1325246,2005,D23,Shooting,2005-10-22T04:00:00.000Z,2,Mount Olive-Silverstone-Jamestown (2),43.7386971,-79.5885315,225
-79.5917053,43.7367744,126,1265274,2005,D23,Shooting,2005-10-23T04:00:00.000Z,2,Mount Olive-Silverstone-Jamestown (2),43.7367744,-79.5917053,226
-79.5917053,43.7367744,127,1265274,2005,D23,Shooting,2005-10-23T04:00:00.000Z,2,Mount Olive-Silverstone-Jamestown (2),43.7367744,-79.5917053,227
-79.3331299,43.7981796,128,1317338,2005,D42,Shooting,2005-11-01T05:00:00.000Z,117,L'Amoreaux (117),43.7981796,-79.3331299,228
-79.4427948,43.6973038,129,1345445,2005,D13,Shooting,2005-11-09T05:00:00.000Z,108,Briar Hill-Belgravia (108),43.6973038,-79.4427948,229
-79.4065704,43.7565041,130,1356083,2005,D32,Stabbing,2005-11-12T05:00:00.000Z,51,Willowdale East (51),43.7565041,-79.4065704,230
-79.4636307,43.6807251,131,1322417,2005,D12,Shooting,2005-11-14T05:00:00.000Z,91,Weston-Pellam Park (91),43.6807251,-79.4636307,231
-79.5933151,43.741787,132,1258191,2005,D23,Shooting,2005-11-18T05:00:00.000Z,2,Mount Olive-Silverstone-Jamestown (2),43.741787,-79.5933151,232
-79.3015747,43.7153091,133,1293148,2005,D54,Other,2005-11-02T05:00:00.000Z,54,O'Connor-Parkview (54),43.7153091,-79.3015747,233
-79.2779083,43.7454643,134,1337264,2005,D41,Stabbing,2005-11-26T05:00:00.000Z,126,Dorset Park (126),43.7454643,-79.2779083,234
-79.4486847,43.6595802,135,1428567,2005,D11,Shooting,2005-11-29T05:00:00.000Z,93,Dovercourt-Wallace Emerson-Junction (93),43.6595802,-79.4486847,235
-79.5214233,43.7732086,136,812174,2005,D31,Other,2005-01-26T05:00:00.000Z,24,Black Creek (24),43.7732086,-79.5214233,236
-79.5438232,43.7729378,137,1440086,2005,D31,Shooting,2005-12-01T05:00:00.000Z,21,HUmber Summit (21),43.7729378,-79.5438232,237
-79.4345169,43.6410294,138,1283750,2005,D14,Other,2005-11-05T05:00:00.000Z,85,South Parkdale (85),43.6410294,-79.4345169,238
-79.426857,43.7071075,139,1439907,2005,D53,Other,2005-12-16T05:00:00.000Z,102,Forest Hill North (102),43.7071075,-79.426857,239
-79.5166931,43.7518578,140,1443414,2005,D31,Shooting,2005-12-23T05:00:00.000Z,25,Glenfield-Jane Heights (25),43.7518578,-79.5166931,240
-79.318222,43.6845245,141,1229258,2005,D52,Shooting,2005-12-26T05:00:00.000Z,64,Woodbine Corridor (64),43.6845245,-79.318222,241
-79.4400864,43.7361107,142,1158528,2005,D32,Stabbing,2005-09-19T04:00:00.000Z,33,Clanton Park (33),43.7361107,-79.4400864,242
-79.3321457,43.8072166,143,1003568,2005,D42,Other,2005-01-24T05:00:00.000Z,116,Steeles (116),43.8072166,-79.3321457,243
-79.4476852,43.6962624,144,1426456,2006,D13,Shooting,2006-01-01T05:00:00.000Z,108,Briar Hill-Belgravia (108),43.6962624,-79.4476852,244
-79.4149246,43.7351837,145,1557753,2006,D32,Other,2006-01-26T05:00:00.000Z,39,Bedford Park-Nortown (39),43.7351837,-79.4149246,245
-79.5017548,43.7450676,146,1361475,2006,D31,Shooting,2006-02-06T05:00:00.000Z,25,Glenfield-Jane Heights (25),43.7450676,-79.5017548,246
-79.3303833,43.7967033,147,1624304,2006,D42,Stabbing,2006-02-09T05:00:00.000Z,117,L'Amoreaux (117),43.7967033,-79.3303833,247
-79.3303833,43.7967033,148,1624304,2006,D42,Stabbing,2006-02-09T05:00:00.000Z,117,L'Amoreaux (117),43.7967033,-79.3303833,248
-79.3303833,43.7967033,149,1624304,2006,D42,Stabbing,2006-02-09T05:00:00.000Z,117,L'Amoreaux (117),43.7967033,-79.3303833,249
-79.3373184,43.7165565,150,1511490,2006,D54,Stabbing,2006-02-08T05:00:00.000Z,44,Flemingdon Park (44),43.7165565,-79.3373184,250
-79.2925186,43.6928673,151,1559867,2006,D54,Other,2006-03-02T05:00:00.000Z,61,Taylor-Massey (61),43.6928673,-79.2925186,251
-79.1743927,43.7927246,152,1597252,2006,D43,Other,2006-03-04T05:00:00.000Z,134,Highland Creek (134),43.7927246,-79.1743927,252
-79.5452271,43.7478828,153,1640987,2006,D31,Shooting,2006-03-12T05:00:00.000Z,22,Humbermede (22),43.7478828,-79.5452271,253
-79.2189102,43.7431831,154,1591256,2006,D43,Shooting,2006-03-14T05:00:00.000Z,139,Scarborough Village (139),43.7431831,-79.2189102,254
-79.3737793,43.6672974,155,1479234,2006,D51,Shooting,2006-03-20T05:00:00.000Z,74,North St.James Town (74),43.6672974,-79.3737793,255
-79.4909134,43.6875725,156,1570672,2006,D12,Shooting,2006-03-27T05:00:00.000Z,115,Mount Dennis (115),43.6875725,-79.4909134,256
-79.5071945,43.7484741,157,1671071,2006,D31,Shooting,2006-03-27T05:00:00.000Z,25,Glenfield-Jane Heights (25),43.7484741,-79.5071945,257
-79.5490723,43.7506523,158,1578377,2006,D31,Other,2006-04-07T04:00:00.000Z,21,Humber Summit (21),43.7506523,-79.5490723,258
-79.4714661,43.7296066,159,1673447,2006,D31,Stabbing,2006-04-20T04:00:00.000Z,26,Downsview-Roding-CFB (26),43.7296066,-79.4714661,259
-79.3443222,43.7809792,160,1636602,2006,D33,Stabbing,2006-04-26T04:00:00.000Z,47,Don Valley Village (47),43.7809792,-79.3443222,260
-79.3285294,43.7190323,161,1473434,2006,D54,Shooting,2006-04-29T04:00:00.000Z,44,Flemingdon Park (44),43.7190323,-79.3285294,261
-79.5088959,43.6015396,162,1686110,2006,D22,Stabbing,2006-04-29T04:00:00.000Z,18,New Toronto (18),43.6015396,-79.5088959,262
-79.3236389,43.6833687,163,1439616,2006,D54,Stabbing,2006-05-02T04:00:00.000Z,66,Danforth (66),43.6833687,-79.3236389,263
-79.3957214,43.6522675,164,1506152,2006,D52,Stabbing,2006-05-15T04:00:00.000Z,78,Kensington-Chinatown (78),43.6522675,-79.3957214,264
-79.2937241,43.6925888,165,1714664,2006,D54,Other,2006-05-17T04:00:00.000Z,61,Taylor-Massey (61),43.6925888,-79.2937241,265
-79.4208679,43.6861954,166,1465047,2006,D13,Other,2006-05-26T04:00:00.000Z,106,Humewood-Cedarvale (106),43.6861954,-79.4208679,266
-79.215683,43.7605743,167,1630473,2006,D43,Shooting,2006-05-28T04:00:00.000Z,137,Woburn (137),43.7605743,-79.215683,267
-79.5065842,43.6956444,168,1441432,2006,D12,Shooting,2006-06-03T04:00:00.000Z,113,Weston (113),43.6956444,-79.5065842,268
-79.4860001,43.7428703,169,1677509,2006,D31,Stabbing,2006-06-03T04:00:00.000Z,26,Downsview-Roding-CFB (26),43.7428703,-79.4860001,269
-79.5023117,43.7165451,170,1433643,2006,D31,Shooting,2006-06-12T04:00:00.000Z,28,Rustic (28),43.7165451,-79.5023117,270
-79.4920197,43.6879234,171,1269372,2006,D12,Stabbing,2006-06-13T04:00:00.000Z,115,Mount Dennis (115),43.6879234,-79.4920197,271
-79.5081558,43.7190781,172,1556233,2006,D31,Stabbing,2006-06-22T04:00:00.000Z,26,Downsview-Roding-CFB (26),43.7190781,-79.5081558,272
-79.2244797,43.8025093,173,1523520,2006,D42,Shooting,2006-06-23T04:00:00.000Z,132,Malvern (132),43.8025093,-79.2244797,273
-79.3813629,43.6667061,174,1712933,2006,D51,Other,2006-06-23T04:00:00.000Z,75,Church-Yonge Corridor (75),43.6667061,-79.3813629,274
-79.3685532,43.6472855,175,1614702,2006,D51,Shooting,2006-06-26T04:00:00.000Z,77,Waterfront Communities-The Island (77),43.6472855,-79.3685532,275
-79.4740753,43.6789017,176,1463143,2006,D12,Shooting,2006-07-02T04:00:00.000Z,90,Junction Area (90),43.6789017,-79.4740753,276
-79.5448608,43.600853,177,1436777,2006,D22,Shooting,2006-07-05T04:00:00.000Z,20,Alderwood (20),43.600853,-79.5448608,277
-79.3764572,43.6548309,178,1680741,2006,D51,Shooting,2006-07-11T04:00:00.000Z,75,Church-Yonge Corridor (75),43.6548309,-79.3764572,278
-79.2264557,43.8298149,179,1789165,2006,D42,Shooting,2006-07-12T04:00:00.000Z,131,Rouge (131),43.8298149,-79.2264557,279
-79.4920197,43.6879234,180,1482034,2006,D12,Shooting,2006-07-12T04:00:00.000Z,115,Mount Dennis (115),43.6879234,-79.4920197,280
-79.5920868,43.7321815,181,1720929,2006,D23,Stabbing,2006-07-14T04:00:00.000Z,1,West Humber-Clairville (1),43.7321815,-79.5920868,281
-79.3106232,43.7138062,182,1753633,2006,D54,Stabbing,2006-07-15T04:00:00.000Z,54,O'Connor-Parkview (54),43.7138062,-79.3106232,282
-79.3106232,43.7138062,183,1436568,2006,D52,Shooting,2006-07-17T04:00:00.000Z,54,O'Connor-Parkview (54),43.7138062,-79.3106232,283
-79.3327179,43.6822777,184,1558823,2006,D54,Other,2006-06-02T04:00:00.000Z,66,Danforth (66),43.6822777,-79.3327179,284
-79.2155991,43.8078041,185,1436461,2006,D42,Other,2006-07-27T04:00:00.000Z,132,Malvern (132),43.8078041,-79.2155991,285
-79.4366074,43.6387367,186,1684861,2006,D11,Other,2006-08-05T04:00:00.000Z,85,South Parkdale (85),43.6387367,-79.4366074,286
-79.3848953,43.6585121,187,1467979,2006,D52,Stabbing,2006-09-11T04:00:00.000Z,76,Bay Street Corridor (76),43.6585121,-79.3848953,287
-79.3848953,43.6585121,188,1467979,2006,D52,Stabbing,2006-09-11T04:00:00.000Z,76,Bay Street Corridor (76),43.6585121,-79.3848953,288
-79.3070679,43.8006516,189,1442534,2006,D42,Shooting,2006-09-14T04:00:00.000Z,117,L'Amoreaux (117),43.8006516,-79.3070679,289
-79.2403641,43.770462,190,1825448,2006,D43,Other,2006-09-17T04:00:00.000Z,137,Woburn (137),43.770462,-79.2403641,290
-79.4291306,43.6385841,191,1873074,2006,D14,Shooting,2006-09-17T04:00:00.000Z,85,South Parkdale (85),43.6385841,-79.4291306,291
-79.3256378,43.8073692,192,1859866,2006,D42,Stabbing,2006-09-17T04:00:00.000Z,116,Steeles (116),43.8073692,-79.3256378,292
-79.2564621,43.7101784,193,1696275,2006,D41,Other,2006-09-21T04:00:00.000Z,122,Birchcliffe-Cliffside (122),43.7101784,-79.2564621,293
-79.3837357,43.662899,194,1448580,2006,D51,Other,2006-09-22T04:00:00.000Z,75,Church-Yonge Corridor (75),43.662899,-79.3837357,294
-79.5691071,43.7590561,195,1710058,2006,D31,Shooting,2006-09-25T04:00:00.000Z,21,Humber Summit (21),43.7590561,-79.5691071,295
-79.3044662,43.7189102,196,1905589,2006,D54,Shooting,2006-10-09T04:00:00.000Z,43,Victoria Village (43),43.7189102,-79.3044662,296
-79.3004837,43.7279434,197,1696286,2006,D41,Other,2006-10-17T04:00:00.000Z,119,Wexford/Maryvale (119),43.7279434,-79.3004837,297
-79.1943588,43.7892799,198,1603174,2006,D43,Stabbing,2006-10-21T04:00:00.000Z,135,Morningside (135),43.7892799,-79.1943588,298
-79.4962692,43.6277351,199,1877732,2006,D22,Other,2006-10-27T04:00:00.000Z,16,Stonegate-Queensway (16),43.6277351,-79.4962692,299
-79.3641586,43.6660957,200,1855834,2006,D51,Stabbing,2006-10-11T04:00:00.000Z,71,Cabbagetown-South St.James Town (71),43.6660957,-79.3641586,300
-79.4262848,43.6698418,601,4911563,2013,D14,Other,2013-01-19T05:00:00.000Z,93,Dovercourt-Wallace Emerson-Junction (93),43.6698418,-79.4262848,301
-79.4945831,43.6104546,401,3363634,2009,D51,Shooting,2009-08-04T04:00:00.000Z,17,Mimico (includes Humber Bay Shores) (17),43.6104546,-79.4945831,302
-79.2264557,43.8298149,701,1786165,2006,D42,Shooting,2006-07-12T04:00:00.000Z,131,Rouge (131),43.8298149,-79.2264557,303
-79.2447205,43.7447929,301,2520381,2008,D43,Shooting,2008-02-01T05:00:00.000Z,138,Eglinton East (138),43.7447929,-79.2447205,304
-79.2305603,43.8135796,302,2428060,2008,D42,Shooting,2008-02-17T05:00:00.000Z,132,Malvern (132),43.8135796,-79.2305603,305
-79.2114182,43.7637329,303,2377423,2008,D43,Shooting,2008-02-22T05:00:00.000Z,137,Woburn (137),43.7637329,-79.2114182,306
-79.4095001,43.647747,304,2604028,2008,D14,Other,2008-02-23T05:00:00.000Z,81,Trinity-Bellwoods (81),43.647747,-79.4095001,307
-79.456749,43.751667,305,2651936,2008,D32,Other,2008-02-28T05:00:00.000Z,33,Clanton Park (33),43.751667,-79.456749,308
-79.4482269,43.7191162,306,2704738,2008,D32,Shooting,2008-03-14T04:00:00.000Z,31,Yorkdale-Glen Park (31),43.7191162,-79.4482269,309
-79.5722122,43.6523972,307,2722663,2008,D22,Stabbing,2008-03-18T04:00:00.000Z,13,Etobicoke West Mall (13),43.6523972,-79.5722122,310
-79.3416061,43.6648445,308,2371247,2008,D55,Shooting,2008-03-18T04:00:00.000Z,70,South Riverdale (70),43.6648445,-79.3416061,311
-79.4458618,43.6620674,309,2586161,2008,D14,Stabbing,2008-04-17T04:00:00.000Z,93,Dovercourt-Wallace Emerson-Junction (93),43.6620674,-79.4458618,312
-79.2197266,43.7451057,310,2651181,2008,D43,Stabbing,2008-05-04T04:00:00.000Z,139,Scarborough Village (139),43.7451057,-79.2197266,313
-79.2633667,43.7125626,702,4140412,2011,D41,Other,2011-10-17T04:00:00.000Z,120,Clairlea-Birchmount (120),43.7125626,-79.2633667,314
-79.4656143,43.6678658,311,2743492,2008,D12,Stabbing,2008-04-30T04:00:00.000Z,90,Junction Area (90),43.6678658,-79.4656143,315
-79.4228516,43.6412392,703,3405116,2011,D14,Other,2011-10-07T04:00:00.000Z,84,Little Portugal (84),43.6412392,-79.4228516,316
-79.2531891,43.7355843,402,3348714,2009,D41,Shooting,2009-08-05T04:00:00.000Z,138,Eglinton East (138),43.7355843,-79.2531891,317
-79.2197266,43.7451057,312,2577122,2008,D43,Other,2008-05-04T04:00:00.000Z,139,Scarborough Village (139),43.7451057,-79.2197266,318
-79.542305,43.7684555,704,4913786,2013,D31,Shooting,2013-02-24T05:00:00.000Z,21,Humber Summit (21),43.7684555,-79.542305,319
-79.4108047,43.7697296,705,5000885,2013,D32,Shooting,2013-06-16T04:00:00.000Z,51,Willowdale East (51),43.7697296,-79.4108047,320
-79.5858307,43.7509766,706,GO-20131032372,2013,D23,Shooting,2013-11-24T05:00:00.000Z,2,Mount Olive-Silverstone-Jamestown (2),43.7509766,-79.5858307,321
-79.48246,43.6837349,707,3386271,2009,D12,Other,2009-05-20T04:00:00.000Z,111,Rockcliffe-Smythe (111),43.6837349,-79.48246,322
-79.3413849,43.7080193,708,GO-20143392120,2014,D53,Stabbing,2014-11-29T05:00:00.000Z,55,Thorncliffe Park (55),43.7080193,-79.3413849,323
-79.3413849,43.7080193,709,GO-20143392120,2014,D53,Stabbing,2014-11-29T05:00:00.000Z,55,Thorncliffe Park (55),43.7080193,-79.3413849,324
-79.3413849,43.7080193,710,GO-20143392120,2014,D53,Stabbing,2014-11-29T05:00:00.000Z,55,Thorncliffe Park (55),43.7080193,-79.3413849,325
-79.3860626,43.6552429,711,GO-20143310199,2014,D52,Shooting,2014-11-16T05:00:00.000Z,76,Bay Street Corridor (76),43.6552429,-79.3860626,326
-79.3737793,43.6672974,712,GO-20143420091,2014,D51,Stabbing,2014-12-01T05:00:00.000Z,74,North St.James Town (74),43.6672974,-79.3737793,327
-79.2548218,43.7455254,713,GO-20143423102,2014,D41,Stabbing,2014-12-04T05:00:00.000Z,127,Bendale (127),43.7455254,-79.2548218,328
-79.4682236,43.6563339,714,GO-20143455828,2014,D11,Stabbing,2014-12-09T05:00:00.000Z,88,High Park North (88),43.6563339,-79.4682236,329
-79.4247971,43.6430168,715,GO-20143536404,2014,D14,Other,2014-12-15T05:00:00.000Z,84,Little Portugal (84),43.6430168,-79.4247971,330
-79.3767166,43.6624222,716,GO-201555992,2015,D51,Stabbing,2015-01-10T05:00:00.000Z,75,Church-Yonge Corridor (75),43.6624222,-79.3767166,331
-79.412674,43.7813377,717,GO-201599853,2015,D32,Stabbing,2015-01-17T05:00:00.000Z,50,Newtonbrook East (50),43.7813377,-79.412674,332
-79.4493713,43.7208595,718,GO-2015159448,2015,D32,Shooting,2015-01-27T05:00:00.000Z,31,Yorkdale-Glen Park (31),43.7208595,-79.4493713,333
-79.4060211,43.6523132,719,GO-2015179790,2015,D14,Shooting,2015-01-31T05:00:00.000Z,78,Kensington-Chinatown (78),43.6523132,-79.4060211,334
-79.262207,43.7125587,720,GO-2015205271,2015,D41,Other,2015-02-04T05:00:00.000Z,120,Clairlea-Birchmount (120),43.7125587,-79.262207,335
-79.3208923,43.6839447,721,GO-2015346652,2015,D55,Shooting,2015-02-28T05:00:00.000Z,64,Woodbine Corridor (64),43.6839447,-79.3208923,336
-79.3208923,43.6839447,722,GO-2015346652,2015,D55,Shooting,2015-02-28T05:00:00.000Z,64,Woodbine Corridor (64),43.6839447,-79.3208923,337
-79.5486755,43.7013283,723,GO-2015453427,2015,D23,Shooting,2015-03-17T04:00:00.000Z,6,Kingsview Village-The Westway (6),43.7013283,-79.5486755,338
-79.5704117,43.676342,724,GO-2015473322,2015,D23,Stabbing,2015-03-21T04:00:00.000Z,7,Willowridge-Martingrove-Richview (7),43.676342,-79.5704117,339
-79.4832687,43.6205139,725,GO-2015457868,2015,D22,Other,2015-03-18T04:00:00.000Z,17,Mimico (includes Humber Bay Shores) (17),43.6205139,-79.4832687,340
-79.5864182,43.7325096,726,GO-2015531511,2015,D23,Shooting,2015-03-30T04:00:00.000Z,2,Mount Olive-Silverstone-Jamestown (2),43.7325096,-79.5864182,341
-79.4408569,43.6784363,727,GO-2015618195,2015,D13,Other,2015-04-14T04:00:00.000Z,92,Corso Italia-Davenport (92),43.6784363,-79.4408569,342
-79.263382,43.6922798,728,GO-2015669864,2015,D41,Stabbing,2015-04-23T04:00:00.000Z,122,Birchcliffe-Cliffside (122),43.6922798,-79.263382,343
-79.3034821,43.6951332,729,GO-2015586781,2015,D54,Other,2015-04-09T04:00:00.000Z,61,Taylor-Massey (61),43.6951332,-79.3034821,344
-79.1848831,43.7648697,730,GO-2015767516,2015,D43,Stabbing,2015-05-08T04:00:00.000Z,136,West Hill (136),43.7648697,-79.1848831,345
-79.3247681,43.6831207,731,GO-2015831181,2015,D54,Shooting,2015-05-19T04:00:00.000Z,66,Danforth (66),43.6831207,-79.3247681,346
-79.454155,43.6651268,732,GO-2015819674,2015,D11,Other,2015-05-17T04:00:00.000Z,93,Dovercourt-Wallace Emerson-Junction (93),43.6651268,-79.454155,347
-79.4477463,43.6597824,733,GO-2015843494,2015,D11,Shooting,2015-05-20T04:00:00.000Z,93,Dovercourt-Wallace Emerson-Junction (93),43.6597824,-79.4477463,348
-79.2352676,43.7577248,734,GO-2015870230,2015,D43,Stabbing,2015-05-25T04:00:00.000Z,137,Woburn (137),43.7577248,-79.2352676,349
-79.2352676,43.7577248,735,GO-2015916307,2015,D43,Shooting,2015-06-01T04:00:00.000Z,137,Woburn (137),43.7577248,-79.2352676,350
-79.3124084,43.6894798,736,GO-2015922149,2015,D54,Stabbing,2015-05-30T04:00:00.000Z,60,Woodbine-Lumsden (60),43.6894798,-79.3124084,351
-79.3789825,43.6516953,737,GO-2015926649,2015,D51,Stabbing,2015-06-03T04:00:00.000Z,75,Church-Yonge Corridor (75),43.6516953,-79.3789825,352
-79.4937515,43.6716728,738,GO-2015988808,2015,D12,Other,2015-06-12T04:00:00.000Z,111,Rockcliffe-Smythe (111),43.6716728,-79.4937515,353
-79.4237289,43.6411324,739,GO-20151086599,2015,D14,Shooting,2015-06-28T04:00:00.000Z,84,Little Portugal (84),43.6411324,-79.4237289,354
-79.4237289,43.6411324,740,GO-20151086599,2015,D14,Shooting,2015-06-28T04:00:00.000Z,84,Little Portugal (84),43.6411324,-79.4237289,355
-79.2297287,43.729393,741,GO-20151182401,2015,D43,Stabbing,2015-07-12T04:00:00.000Z,123,Cliffcrest (123),43.729393,-79.2297287,356
-79.4472961,43.6688118,742,GO-20151178239,2015,D13,Other,2015-07-10T04:00:00.000Z,93,Dovercourt-Wallace Emerson-Junction (93),43.6688118,-79.4472961,357
-79.3723221,43.6713562,743,GO-20151325557,2015,D51,Stabbing,2015-08-03T04:00:00.000Z,74,North St.James Town (74),43.6713562,-79.3723221,358
-79.4249268,43.6326866,744,GO-20151330701,2015,D14,Shooting,2015-08-04T04:00:00.000Z,82,Niagara (82),43.6326866,-79.4249268,359
-79.4249268,43.6326866,745,GO-20151330701,2015,D14,Shooting,2015-08-04T04:00:00.000Z,82,Niagara (82),43.6326866,-79.4249268,360
-79.3569641,43.7870178,602,4902220,2013,D33,Other,2013-02-02T05:00:00.000Z,47,Don Valley Village (47),43.7870178,-79.3569641,361
